id,title,price,rating,in_stock,category,scraped_at
280,Ready Player One,19.07,4,1,Science_Fiction,2026-03-07 11:55:51.264448
281,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,2,1,Science_Fiction,2026-03-07 11:55:51.264926
282,Dune (Dune #1),54.86,1,1,Science_Fiction,2026-03-07 11:55:51.265376
283,Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,1,1,Science_Fiction,2026-03-07 11:55:51.265827
284,Three Wishes (River of Time: California #1),44.18,2,1,Science_Fiction,2026-03-07 11:55:51.266280
285,The Last Girl (The Dominion Trilogy #1),36.26,2,1,Science_Fiction,2026-03-07 11:55:51.266746
286,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,4,1,Science_Fiction,2026-03-07 11:55:51.267207
287,Sapiens: A Brief History of Humankind,54.23,5,1,History,2026-03-07 11:55:51.996771
288,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",25.52,1,1,History,2026-03-07 11:55:51.999781
289,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,19.73,1,1,History,2026-03-07 11:55:52.000130
290,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",36.28,2,1,History,2026-03-07 11:55:52.000401
291,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,59.64,1,1,History,2026-03-07 11:55:52.000672
292,Zealot: The Life and Times of Jesus of Nazareth,24.7,3,1,History,2026-03-07 11:55:52.000944
293,A Distant Mirror: The Calamitous 14th Century,14.58,3,1,History,2026-03-07 11:55:52.001223
294,1491: New Revelations of the Americas Before Columbus,21.8,3,1,History,2026-03-07 11:55:52.001485
295,Brilliant Beacons: A History of the American Lighthouse,11.45,3,1,History,2026-03-07 11:55:52.001829
296,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,5,1,History,2026-03-07 11:55:52.002137
297,A Short History of Nearly Everything,52.4,5,1,History,2026-03-07 11:55:52.002401
298,The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,2,1,History,2026-03-07 11:55:52.002662
299,Catherine the Great: Portrait of a Woman,58.55,4,1,History,2026-03-07 11:55:52.002926
300,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,5,1,History,2026-03-07 11:55:52.003202
301,The Hiding Place,55.91,4,1,History,2026-03-07 11:55:52.003464
302,America's War for the Greater Middle East: A Military History,51.22,2,1,History,2026-03-07 11:55:52.003724
303,The Guns of August,14.54,2,1,History,2026-03-07 11:55:52.003990
304,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,2,1,History,2026-03-07 11:55:52.004250
305,Birdsong: A Story in Pictures,54.64,3,1,Childrens,2026-03-07 11:55:52.723362
306,The Bear and the Piano,36.89,1,1,Childrens,2026-03-07 11:55:52.726189
307,The Secret of Dreadwillow Carse,56.13,1,1,Childrens,2026-03-07 11:55:52.726508
308,The White Cat and the Monk: A Retelling of the Poem âPangur BÃ¡nâ,58.08,4,1,Childrens,2026-03-07 11:55:52.726795
309,Little Red,13.47,3,1,Childrens,2026-03-07 11:55:52.727063
310,Walt Disney's Alice in Wonderland,12.96,5,1,Childrens,2026-03-07 11:55:52.727322
311,Twenty Yawns,22.08,2,1,Childrens,2026-03-07 11:55:52.727586
312,Rain Fish,23.57,3,1,Childrens,2026-03-07 11:55:52.727847
313,Once Was a Time,18.28,2,1,Childrens,2026-03-07 11:55:52.728106
314,Luis Paints the World,53.95,3,1,Childrens,2026-03-07 11:55:52.728366
315,Nap-a-Roo,25.08,1,1,Childrens,2026-03-07 11:55:52.728628
316,The Whale,35.96,4,1,Childrens,2026-03-07 11:55:52.728887
317,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,3,1,Childrens,2026-03-07 11:55:52.729144
318,Raymie Nightingale,34.41,2,1,Childrens,2026-03-07 11:55:52.729409
319,Playing from the Heart,32.38,1,1,Childrens,2026-03-07 11:55:52.729671
320,Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,1,1,Childrens,2026-03-07 11:55:52.729931
321,The Wild Robot,56.07,3,1,Childrens,2026-03-07 11:55:52.730193
322,The Thing About Jellyfish,48.77,1,1,Childrens,2026-03-07 11:55:52.730453
323,The Lonely Ones,43.59,5,1,Childrens,2026-03-07 11:55:52.730718
324,The Day the Crayons Came Home (Crayons),26.33,5,1,Childrens,2026-03-07 11:55:52.730981
325,The Cat in the Hat (Beginner Books B-1),16.26,2,1,Childrens,2026-03-07 11:55:53.515328
326,Red: The True Story of Red Riding Hood,28.54,3,1,Childrens,2026-03-07 11:55:53.518432
327,Horrible Bear!,37.52,2,1,Childrens,2026-03-07 11:55:53.518981
328,Green Eggs and Ham (Beginner Books B-16),10.79,4,1,Childrens,2026-03-07 11:55:53.519494
329,Counting Thyme,10.62,1,1,Childrens,2026-03-07 11:55:53.519906
330,Are We There Yet?,10.66,3,1,Childrens,2026-03-07 11:55:53.520391
331,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,4,1,Childrens,2026-03-07 11:55:53.520872
332,Matilda,28.34,1,1,Childrens,2026-03-07 11:55:53.521201
333,Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,3,1,Childrens,2026-03-07 11:55:53.521526
334,Sophie's World,15.94,5,1,Philosophy,2026-03-07 11:55:54.449299
335,The Death of Humanity: and the Case for Life,58.11,4,1,Philosophy,2026-03-07 11:55:54.452170
336,The Stranger,17.44,4,1,Philosophy,2026-03-07 11:55:54.452482
337,Proofs of God: Classical Arguments from Tertullian to Barth,54.21,1,1,Philosophy,2026-03-07 11:55:54.452773
338,Kierkegaard: A Christian Missionary to Christians,47.13,1,1,Philosophy,2026-03-07 11:55:54.453043
339,"At The Existentialist CafÃ©: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",29.93,5,1,Philosophy,2026-03-07 11:55:54.453387
340,Critique of Pure Reason,20.75,1,1,Philosophy,2026-03-07 11:55:54.453680
341,"Run, Spot, Run: The Ethics of Keeping Pets",20.02,1,1,Philosophy,2026-03-07 11:55:54.453952
342,The Nicomachean Ethics,36.34,1,1,Philosophy,2026-03-07 11:55:54.454217
343,Meditations,25.89,2,1,Philosophy,2026-03-07 11:55:54.454481
344,Beyond Good and Evil,43.38,1,1,Philosophy,2026-03-07 11:55:54.454873
345,The Book of Basketball: The NBA According to The Sports Guy,44.84,5,1,Sports_And_Games,2026-03-07 11:56:34.485636
346,"Friday Night Lights: A Town, a Team, and a Dream",51.22,3,1,Sports_And_Games,2026-03-07 11:56:34.489555
347,Sugar Rush (Offensive Line #2),24.42,1,1,Sports_And_Games,2026-03-07 11:56:34.489904
348,Settling the Score (The Summer Games #1),44.91,2,1,Sports_And_Games,2026-03-07 11:56:34.490198
349,Icing (Aces Hockey #2),40.44,4,1,Sports_And_Games,2026-03-07 11:56:34.490467
350,It's Only the Himalayas,45.17,2,1,Travel,2026-03-07 11:56:35.198556
351,Full Moon over Noahâs Ark: An Odyssey to Mount Ararat and Beyond,49.43,4,1,Travel,2026-03-07 11:56:35.201121
352,See America: A Celebration of Our National Parks & Treasured Sites,48.87,3,1,Travel,2026-03-07 11:56:35.201627
353,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,36.94,2,1,Travel,2026-03-07 11:56:35.201934
354,Under the Tuscan Sun,37.33,3,1,Travel,2026-03-07 11:56:35.202238
355,A Summer In Europe,44.34,2,1,Travel,2026-03-07 11:56:35.202570
356,The Great Railway Bazaar,30.54,1,1,Travel,2026-03-07 11:56:35.202859
357,A Year in Provence (Provence #1),56.88,4,1,Travel,2026-03-07 11:56:35.203202
358,The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.21,1,1,Travel,2026-03-07 11:56:35.203558
359,Neither Here nor There: Travels in Europe,38.95,3,1,Travel,2026-03-07 11:56:35.203850
360,"1,000 Places to See Before You Die",26.08,5,1,Travel,2026-03-07 11:56:35.204133
361,Sharp Objects,47.82,4,1,Mystery,2026-03-07 11:56:36.025315
362,"In a Dark, Dark Wood",19.63,1,1,Mystery,2026-03-07 11:56:36.027356
363,The Past Never Ends,56.5,4,1,Mystery,2026-03-07 11:56:36.027874
364,A Murder in Time,16.64,1,1,Mystery,2026-03-07 11:56:36.028356
365,The Murder of Roger Ackroyd (Hercule Poirot #4),44.1,4,1,Mystery,2026-03-07 11:56:36.028794
366,The Last Mile (Amos Decker #2),54.21,2,1,Mystery,2026-03-07 11:56:36.029219
367,That Darkness (Gardiner and Renner #1),13.92,1,1,Mystery,2026-03-07 11:56:36.029643
368,Tastes Like Fear (DI Marnie Rome #3),10.69,1,1,Mystery,2026-03-07 11:56:36.030060
369,A Time of Torment (Charlie Parker #14),48.35,5,1,Mystery,2026-03-07 11:56:36.030499
370,A Study in Scarlet (Sherlock Holmes #1),16.73,2,1,Mystery,2026-03-07 11:56:36.030933
371,Poisonous (Max Revere Novels #3),26.8,3,1,Mystery,2026-03-07 11:56:36.031359
372,Murder at the 42nd Street Library (Raymond Ambler #1),54.36,4,1,Mystery,2026-03-07 11:56:36.031781
373,Most Wanted,35.28,3,1,Mystery,2026-03-07 11:56:36.032218
374,Hide Away (Eve Duncan #20),11.84,1,1,Mystery,2026-03-07 11:56:36.032677
375,Boar Island (Anna Pigeon #19),59.48,3,1,Mystery,2026-03-07 11:56:36.033109
376,The Widow,27.26,2,1,Mystery,2026-03-07 11:56:36.033441
377,Playing with Fire,13.71,3,1,Mystery,2026-03-07 11:56:36.033768
378,What Happened on Beale Street (Secrets of the South Mysteries #2),25.37,5,1,Mystery,2026-03-07 11:56:36.034081
379,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),52.3,5,1,Mystery,2026-03-07 11:56:36.034402
380,Delivering the Truth (Quaker Midwife Mystery #1),20.89,4,1,Mystery,2026-03-07 11:56:36.034711
381,The Mysterious Affair at Styles (Hercule Poirot #1),24.8,4,1,Mystery,2026-03-07 11:56:36.848297
382,In the Woods (Dublin Murder Squad #1),38.38,2,1,Mystery,2026-03-07 11:56:36.851243
383,The Silkworm (Cormoran Strike #2),23.05,5,1,Mystery,2026-03-07 11:56:36.851666
384,The Exiled,43.45,3,1,Mystery,2026-03-07 11:56:36.851971
385,The Cuckoo's Calling (Cormoran Strike #1),19.21,1,1,Mystery,2026-03-07 11:56:36.852274
386,Extreme Prey (Lucas Davenport #26),25.4,3,1,Mystery,2026-03-07 11:56:36.852564
387,Career of Evil (Cormoran Strike #3),24.72,2,1,Mystery,2026-03-07 11:56:36.852851
388,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.7,4,1,Mystery,2026-03-07 11:56:36.853133
389,The Girl You Lost,12.29,5,1,Mystery,2026-03-07 11:56:36.853414
390,The Girl In The Ice (DCI Erika Foster #1),15.85,3,1,Mystery,2026-03-07 11:56:36.853694
391,Blood Defense (Samantha Brinkman #1),20.3,3,1,Mystery,2026-03-07 11:56:36.853973
392,1st to Die (Women's Murder Club #1),53.98,1,1,Mystery,2026-03-07 11:56:36.854260
393,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,1,1,Science_Fiction,2026-03-07 11:56:37.668478
394,Join,35.67,5,1,Science_Fiction,2026-03-07 11:56:37.669710
395,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.3,4,1,Science_Fiction,2026-03-07 11:56:37.670028
396,The Project,10.65,1,1,Science_Fiction,2026-03-07 11:56:37.670326
397,Soft Apocalypse,26.12,2,1,Science_Fiction,2026-03-07 11:56:37.670613
398,Sleeping Giants (Themis Files #1),48.74,1,1,Science_Fiction,2026-03-07 11:56:37.670896
399,Arena,21.36,4,1,Science_Fiction,2026-03-07 11:56:37.671192
400,Foundation (Foundation (Publication Order) #1),32.42,1,1,Science_Fiction,2026-03-07 11:56:37.671481
401,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,1,1,Science_Fiction,2026-03-07 11:56:37.671762
402,Ready Player One,19.07,4,1,Science_Fiction,2026-03-07 11:56:37.672048
403,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,2,1,Science_Fiction,2026-03-07 11:56:37.672333
404,Dune (Dune #1),54.86,1,1,Science_Fiction,2026-03-07 11:56:37.672614
405,Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,1,1,Science_Fiction,2026-03-07 11:56:37.672894
406,Three Wishes (River of Time: California #1),44.18,2,1,Science_Fiction,2026-03-07 11:56:37.673186
407,The Last Girl (The Dominion Trilogy #1),36.26,2,1,Science_Fiction,2026-03-07 11:56:37.673467
408,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,4,1,Science_Fiction,2026-03-07 11:56:37.673747
409,Sapiens: A Brief History of Humankind,54.23,5,1,History,2026-03-07 11:56:38.481189
410,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",25.52,1,1,History,2026-03-07 11:56:38.484398
411,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,19.73,1,1,History,2026-03-07 11:56:38.485059
412,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",36.28,2,1,History,2026-03-07 11:56:38.485578
413,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,59.64,1,1,History,2026-03-07 11:56:38.486044
414,Zealot: The Life and Times of Jesus of Nazareth,24.7,3,1,History,2026-03-07 11:56:38.486515
415,A Distant Mirror: The Calamitous 14th Century,14.58,3,1,History,2026-03-07 11:56:38.487007
416,1491: New Revelations of the Americas Before Columbus,21.8,3,1,History,2026-03-07 11:56:38.487298
417,Brilliant Beacons: A History of the American Lighthouse,11.45,3,1,History,2026-03-07 11:56:38.487566
418,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,5,1,History,2026-03-07 11:56:38.487912
419,A Short History of Nearly Everything,52.4,5,1,History,2026-03-07 11:56:38.488386
420,The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,2,1,History,2026-03-07 11:56:38.488732
421,Catherine the Great: Portrait of a Woman,58.55,4,1,History,2026-03-07 11:56:38.489045
422,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,5,1,History,2026-03-07 11:56:38.489346
423,The Hiding Place,55.91,4,1,History,2026-03-07 11:56:38.489635
424,America's War for the Greater Middle East: A Military History,51.22,2,1,History,2026-03-07 11:56:38.489918
425,The Guns of August,14.54,2,1,History,2026-03-07 11:56:38.490205
426,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,2,1,History,2026-03-07 11:56:38.490580
427,Birdsong: A Story in Pictures,54.64,3,1,Childrens,2026-03-07 11:56:39.184571
428,The Bear and the Piano,36.89,1,1,Childrens,2026-03-07 11:56:39.187675
429,The Secret of Dreadwillow Carse,56.13,1,1,Childrens,2026-03-07 11:56:39.188049
430,The White Cat and the Monk: A Retelling of the Poem âPangur BÃ¡nâ,58.08,4,1,Childrens,2026-03-07 11:56:39.188370
431,Little Red,13.47,3,1,Childrens,2026-03-07 11:56:39.188804
432,Walt Disney's Alice in Wonderland,12.96,5,1,Childrens,2026-03-07 11:56:39.189215
433,Twenty Yawns,22.08,2,1,Childrens,2026-03-07 11:56:39.189490
434,Rain Fish,23.57,3,1,Childrens,2026-03-07 11:56:39.189759
435,Once Was a Time,18.28,2,1,Childrens,2026-03-07 11:56:39.190020
436,Luis Paints the World,53.95,3,1,Childrens,2026-03-07 11:56:39.190279
437,Nap-a-Roo,25.08,1,1,Childrens,2026-03-07 11:56:39.190543
438,The Whale,35.96,4,1,Childrens,2026-03-07 11:56:39.190872
439,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,3,1,Childrens,2026-03-07 11:56:39.191224
440,Raymie Nightingale,34.41,2,1,Childrens,2026-03-07 11:56:39.191492
441,Playing from the Heart,32.38,1,1,Childrens,2026-03-07 11:56:39.191791
442,Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,1,1,Childrens,2026-03-07 11:56:39.192056
443,The Wild Robot,56.07,3,1,Childrens,2026-03-07 11:56:39.192312
444,The Thing About Jellyfish,48.77,1,1,Childrens,2026-03-07 11:56:39.192570
445,The Lonely Ones,43.59,5,1,Childrens,2026-03-07 11:56:39.192834
446,The Day the Crayons Came Home (Crayons),26.33,5,1,Childrens,2026-03-07 11:56:39.193100
447,The Cat in the Hat (Beginner Books B-1),16.26,2,1,Childrens,2026-03-07 11:56:39.818536
448,Red: The True Story of Red Riding Hood,28.54,3,1,Childrens,2026-03-07 11:56:39.821477
449,Horrible Bear!,37.52,2,1,Childrens,2026-03-07 11:56:39.821784
450,Green Eggs and Ham (Beginner Books B-16),10.79,4,1,Childrens,2026-03-07 11:56:39.822091
451,Counting Thyme,10.62,1,1,Childrens,2026-03-07 11:56:39.822360
452,Are We There Yet?,10.66,3,1,Childrens,2026-03-07 11:56:39.822619
453,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,4,1,Childrens,2026-03-07 11:56:39.822880
454,Matilda,28.34,1,1,Childrens,2026-03-07 11:56:39.823141
455,Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,3,1,Childrens,2026-03-07 11:56:39.823397
456,Sophie's World,15.94,5,1,Philosophy,2026-03-07 11:56:40.498584
457,The Death of Humanity: and the Case for Life,58.11,4,1,Philosophy,2026-03-07 11:56:40.501204
458,The Stranger,17.44,4,1,Philosophy,2026-03-07 11:56:40.501526
459,Proofs of God: Classical Arguments from Tertullian to Barth,54.21,1,1,Philosophy,2026-03-07 11:56:40.501817
460,Kierkegaard: A Christian Missionary to Christians,47.13,1,1,Philosophy,2026-03-07 11:56:40.502107
461,"At The Existentialist CafÃ©: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",29.93,5,1,Philosophy,2026-03-07 11:56:40.502392
462,Critique of Pure Reason,20.75,1,1,Philosophy,2026-03-07 11:56:40.502763
463,"Run, Spot, Run: The Ethics of Keeping Pets",20.02,1,1,Philosophy,2026-03-07 11:56:40.503147
464,The Nicomachean Ethics,36.34,1,1,Philosophy,2026-03-07 11:56:40.503448
465,Meditations,25.89,2,1,Philosophy,2026-03-07 11:56:40.503712
466,Beyond Good and Evil,43.38,1,1,Philosophy,2026-03-07 11:56:40.503984
467,The Book of Basketball: The NBA According to The Sports Guy,44.84,5,1,Sports_And_Games,2026-03-07 11:58:22.316410
468,"Friday Night Lights: A Town, a Team, and a Dream",51.22,3,1,Sports_And_Games,2026-03-07 11:58:22.324303
469,Sugar Rush (Offensive Line #2),24.42,1,1,Sports_And_Games,2026-03-07 11:58:22.324662
470,Settling the Score (The Summer Games #1),44.91,2,1,Sports_And_Games,2026-03-07 11:58:22.324983
471,Icing (Aces Hockey #2),40.44,4,1,Sports_And_Games,2026-03-07 11:58:22.325312
472,It's Only the Himalayas,45.17,2,1,Travel,2026-03-07 11:58:23.126297
473,Full Moon over Noahâs Ark: An Odyssey to Mount Ararat and Beyond,49.43,4,1,Travel,2026-03-07 11:58:23.134440
474,See America: A Celebration of Our National Parks & Treasured Sites,48.87,3,1,Travel,2026-03-07 11:58:23.134819
475,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,36.94,2,1,Travel,2026-03-07 11:58:23.135132
476,Under the Tuscan Sun,37.33,3,1,Travel,2026-03-07 11:58:23.135441
477,A Summer In Europe,44.34,2,1,Travel,2026-03-07 11:58:23.135746
478,The Great Railway Bazaar,30.54,1,1,Travel,2026-03-07 11:58:23.136333
479,A Year in Provence (Provence #1),56.88,4,1,Travel,2026-03-07 11:58:23.136767
480,The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.21,1,1,Travel,2026-03-07 11:58:23.137103
481,Neither Here nor There: Travels in Europe,38.95,3,1,Travel,2026-03-07 11:58:23.137451
482,"1,000 Places to See Before You Die",26.08,5,1,Travel,2026-03-07 11:58:23.137834
483,Sharp Objects,47.82,4,1,Mystery,2026-03-07 11:58:23.964017
484,"In a Dark, Dark Wood",19.63,1,1,Mystery,2026-03-07 11:58:23.972199
485,The Past Never Ends,56.5,4,1,Mystery,2026-03-07 11:58:23.972523
486,A Murder in Time,16.64,1,1,Mystery,2026-03-07 11:58:23.972793
487,The Murder of Roger Ackroyd (Hercule Poirot #4),44.1,4,1,Mystery,2026-03-07 11:58:23.973056
488,The Last Mile (Amos Decker #2),54.21,2,1,Mystery,2026-03-07 11:58:23.973327
489,That Darkness (Gardiner and Renner #1),13.92,1,1,Mystery,2026-03-07 11:58:23.973589
490,Tastes Like Fear (DI Marnie Rome #3),10.69,1,1,Mystery,2026-03-07 11:58:23.973844
491,A Time of Torment (Charlie Parker #14),48.35,5,1,Mystery,2026-03-07 11:58:23.974108
492,A Study in Scarlet (Sherlock Holmes #1),16.73,2,1,Mystery,2026-03-07 11:58:23.974369
